,Rank,Player Name,Nation,Position,Squad,Competition,Age,Born,Matches Played,Starts,Minutes,90s,Goals,Assist,G+A,G-PK,Penalty Kicks Scored,Penalty Kicks Taken,Yellow Card,Red Card,xG,npxG,xAG,npxG+xAG,Prog Carry,Prog Pass,Prog Pass Rec,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Tackles Done,Tackles Won,Def 3rd Tackle,Mid 3rd Tackle,Att 3rd Tackle,Dribblers Tackled,Drib Tackle Attempt,Drib Tack Won%,Drib Tack Lost,Blocks Total,Shots Block,Pass Block,Intercept,Tack + Intercept,Clearance,Errors to shot
1729,1730,Amine Salama,fr FRA,"FW,MF",Reims,fr Ligue 1,24-076,2000,5,0,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,5,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.11,0.03,0.11,1,1,0,1,0,0,2,0.0,2,1,1,0,0,1,0,0
1730,1731,Kike Salas,es ESP,DF,Sevilla,es La Liga,22-162,2002,5,2,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,11,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,4,4,1,1,2,2,3,66.7,1,3,2,1,2,6,7,0
1731,1732,Manolis Saliakas,gr GRE,MF,St. Pauli,de Bundesliga,28-020,1996,4,2,204,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,12,7,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,5,3,3,0,2,2,4,50.0,2,2,0,2,1,6,8,0
1732,1733,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23-192,2001,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,11,12,8,0,8,8,100.0,0,5,2,3,5,25,22,1
1733,1734,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25-168,1999,4,4,360,4.0,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,6,28,2,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,14,7,9,5,0,7,7,100.0,0,5,4,1,2,16,14,1
1734,1735,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27-133,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0.00,0.00,0.00,0.00,0.00,0.25,0.16,0.41,0.25,0.41,2,1,1,1,0,0,0,,0,0,0,0,1,3,0,0
1735,1736,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31-316,1992,4,3,259,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,1,2,0,0,1,1,100.0,0,2,1,1,3,5,25,0
1736,1737,Lazar Samardzic,rs SRB,"MF,FW",Atalanta,it Serie A,22-221,2002,4,1,195,2.2,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,10,12,24,0.46,0.00,0.46,0.46,0.46,0.28,0.25,0.53,0.28,0.53,2,2,0,1,1,2,3,66.7,1,2,1,1,0,2,0,0
1737,1738,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,28-331,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,2,2,0,2,0,0,0,,0,0,0,0,1,3,1,0
1738,1739,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,28-331,1995,3,1,118,1.3,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,5,2,11,0.76,0.00,0.76,0.76,0.76,0.27,0.11,0.38,0.27,0.38,1,1,0,0,1,0,0,,0,2,0,2,0,1,0,0
1739,1740,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30-160,1994,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
1740,1741,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24-346,1999,2,2,152,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,7,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,3,3,3,0,0,1,1,100.0,0,3,1,2,0,3,2,0
1741,1742,Chuky san jose,es ESP,"MF,FW",Valladolid,es La Liga,20-156,2004,4,1,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,1,0,0,0,1,1,1,100.0,0,2,0,2,0,1,0,0
1742,1743,Antonio Sanabria,py PAR,"FW,MF",Torino,it Serie A,28-212,1996,4,3,216,2.4,1,0,1,1,0,1,1,0,1.7,0.9,0.1,1.0,1,1,10,0.42,0.00,0.42,0.42,0.42,0.70,0.05,0.75,0.37,0.42,1,1,0,0,1,1,3,33.3,2,1,0,1,0,1,1,0
1743,1744,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24-160,2000,7,6,494,5.5,3,0,3,2,1,1,1,0,1.9,1.1,0.1,1.2,13,29,30,0.55,0.00,0.55,0.36,0.36,0.35,0.02,0.37,0.20,0.23,2,1,0,1,1,1,5,20.0,4,1,0,1,2,4,3,0
1744,1745,Antonio Sánchez,es ESP,"DF,FW",Mallorca,es La Liga,27-275,1997,8,4,423,4.7,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,3,10,12,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.15,0.10,0.15,12,8,9,2,1,7,10,70.0,3,5,0,5,5,17,15,0
1745,1746,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,32-009,1992,8,2,361,4.0,1,0,1,1,0,0,1,0,0.1,0.1,0.8,0.9,12,20,22,0.25,0.00,0.25,0.25,0.25,0.03,0.20,0.23,0.03,0.23,10,7,7,2,1,3,10,30.0,7,4,1,3,6,16,2,0
1746,1747,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27-202,1997,3,3,241,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,2,2,1,1,0,2,3,66.7,1,5,3,2,2,4,13,0
1747,1748,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,21-048,2003,6,3,308,3.4,1,0,1,1,0,0,3,1,0.6,0.6,0.2,0.8,3,9,13,0.29,0.00,0.29,0.29,0.29,0.18,0.05,0.23,0.18,0.23,6,5,3,2,1,4,5,80.0,1,0,0,0,6,12,3,0
1748,1749,Manu Sánchez,es ESP,DF,Alavés,es La Liga,24-039,2000,7,5,494,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,11,17,14,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,8,4,3,3,2,4,7,57.1,3,12,0,12,8,16,13,0
1749,1750,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26-319,1997,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2
1750,1751,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24-191,2000,3,2,171,1.9,0,3,3,0,0,0,1,0,0.1,0.1,0.9,0.9,6,9,15,0.00,1.58,1.58,0.00,1.58,0.04,0.45,0.49,0.04,0.49,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
1751,1752,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26-224,1998,5,3,246,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,16,2,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15,7,3,3,3,1,2,3,66.7,1,6,1,5,4,11,3,0
1752,1753,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28-265,1996,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,5,6,7,0.00,0.00,0.00,0.00,0.00,0.35,0.41,0.76,0.35,0.76,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1753,1754,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22-173,2002,5,5,428,4.8,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,6,18,1,0.21,0.00,0.21,0.21,0.21,0.04,0.00,0.05,0.04,0.05,8,6,3,5,0,4,7,57.1,3,5,3,2,12,20,19,1
1754,1755,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,26-305,1997,3,3,212,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,8,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,15,9,5,10,0,4,8,50.0,4,4,0,4,2,17,2,0
1755,1756,Nhoa Sangui,fr FRA,DF,Reims,fr Ligue 1,18-218,2006,6,3,346,3.8,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,2,11,16,0.00,0.26,0.26,0.00,0.26,0.02,0.05,0.08,0.02,0.08,2,2,0,2,0,1,3,33.3,2,3,1,2,2,4,6,0
1756,1757,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23-277,2000,5,5,433,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,9,6,4,4,1,3,8,37.5,5,8,3,5,4,13,7,0
1757,1758,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29-207,1995,5,3,273,3.0,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,0,17,0,0.00,0.33,0.33,0.00,0.33,0.03,0.07,0.10,0.03,0.10,6,2,4,1,1,3,5,60.0,2,4,1,3,4,10,6,0
1758,1759,Jesús Santiago,es ESP,MF,Getafe,es La Liga,20-130,2004,7,2,167,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,5,3,4,1,0,2,3,66.7,1,2,1,1,0,5,2,0
1759,1760,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20-152,2004,5,5,432,4.8,3,0,3,3,0,0,0,0,1.9,1.9,0.7,2.5,6,24,8,0.62,0.00,0.62,0.62,0.62,0.39,0.14,0.52,0.39,0.52,21,13,12,7,2,10,20,50.0,10,8,1,7,2,23,6,0
1760,1761,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,21-174,2003,3,2,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
1761,1762,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22-071,2002,6,4,359,4.0,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,23,16,41,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.25,0.10,0.25,10,6,3,4,3,6,9,66.7,3,2,0,2,2,12,0,0
1762,1763,Pablo Sarabia,es ESP,"FW,MF",Wolves,eng Premier League,32-144,1992,2,0,30,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,6,2,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,2,0,1,0,1,1,2,50.0,1,2,0,2,1,3,0,0
1763,1764,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22-108,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1764,1765,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23-205,2001,2,1,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,0,0
1765,1766,Ismaila Sarr,sn SEN,"FW,MF",Crystal Palace,eng Premier League,26-220,1998,6,0,133,1.5,0,0,0,0,0,0,0,0,0.5,0.5,0.9,1.4,2,2,18,0.00,0.00,0.00,0.00,0.00,0.33,0.61,0.94,0.33,0.94,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
1766,1767,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,19-034,2005,2,2,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,4,2,1,3,0,3,5,60.0,2,3,2,1,3,7,4,0
1767,1768,Martin Satriano,uy URU,"FW,DF",Lens,fr Ligue 1,23-225,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,2,1,11,0.00,0.00,0.00,0.00,0.00,0.71,0.26,0.98,0.71,0.98,3,1,1,1,1,3,3,100.0,0,0,0,0,0,3,2,0
1768,1769,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32-285,1991,6,6,529,5.9,1,2,3,0,1,1,0,0,1.1,0.3,2.3,2.6,4,49,26,0.17,0.34,0.51,0.00,0.34,0.19,0.40,0.58,0.05,0.45,7,7,3,2,2,6,15,40.0,9,2,0,2,2,9,5,0
1769,1770,Sávio,br BRA,FW,Manchester City,eng Premier League,20-175,2004,5,4,291,3.2,0,2,2,0,0,0,1,0,0.8,0.8,1.5,2.3,32,13,47,0.00,0.62,0.62,0.00,0.62,0.24,0.47,0.71,0.24,0.71,8,5,3,1,4,2,3,66.7,1,2,0,2,0,8,1,1
1770,1771,Nicolò Savona,it ITA,DF,Juventus,it Serie A,21-197,2003,5,3,318,3.5,1,0,1,1,0,0,0,0,0.1,0.1,0.5,0.6,8,12,13,0.28,0.00,0.28,0.28,0.28,0.04,0.14,0.18,0.04,0.18,7,4,4,3,0,3,5,60.0,2,1,0,1,4,11,1,0
1771,1772,Saba Sazonov,ge GEO,DF,Torino,it Serie A,22-244,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
1772,1773,Joe Scally,us USA,DF,Gladbach,de Bundesliga,21-276,2002,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.4,11,8,15,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,10,6,8,2,0,5,7,71.4,2,2,1,1,1,11,10,1
1773,1774,Kevin Schade,de GER,"FW,MF",Brentford,eng Premier League,22-310,2001,6,3,298,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.6,10,3,26,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.17,0.13,0.17,9,7,2,3,4,3,4,75.0,1,1,1,0,0,9,3,0
1774,1775,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25-172,1999,5,4,355,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,14,14,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,12,6,6,5,1,9,13,69.2,4,6,1,5,4,16,8,0
1775,1776,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32-287,1991,4,4,297,3.3,1,0,1,1,0,0,1,1,0.6,0.6,0.0,0.6,0,9,4,0.30,0.00,0.30,0.30,0.30,0.18,0.00,0.18,0.18,0.18,1,0,1,0,0,0,1,0.0,1,1,1,0,4,5,15,0
1776,1777,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28-252,1996,3,1,86,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0,2,6,0.00,0.00,0.00,0.00,0.00,0.33,0.12,0.46,0.33,0.46,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
1777,1778,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,30-157,1994,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.08,0.33,0.41,0.08,0.41,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1778,1779,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,22-051,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,4,3,1,0,1,1,100.0,0,1,0,1,1,5,1,0
1779,1780,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27-157,1997,5,5,417,4.6,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,0,22,1,0.22,0.00,0.22,0.22,0.22,0.09,0.00,0.09,0.09,0.09,4,3,1,3,0,2,2,100.0,0,4,3,1,6,10,17,1
1780,1781,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,24-306,1999,4,4,342,3.8,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.3,11,34,7,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,9,6,5,4,0,7,11,63.6,4,3,0,3,7,16,10,0
1781,1782,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,31-284,1992,5,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,4,0.00,0.00,0.00,0.00,0.00,0.12,0.22,0.34,0.12,0.34,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
1782,1783,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24-249,2000,5,5,432,4.8,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,19,34,31,0.00,0.21,0.21,0.00,0.21,0.05,0.23,0.28,0.05,0.28,7,1,2,4,1,4,11,36.4,7,5,0,5,0,7,3,0
1783,1784,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,26-215,1998,4,2,145,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,2,14,1,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.21,0.04,0.21,3,2,1,2,0,1,2,50.0,1,0,0,0,0,3,2,0
1784,1785,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25-112,1999,5,4,380,4.2,2,0,2,2,0,0,0,0,0.9,0.9,0.2,1.1,5,8,8,0.47,0.00,0.47,0.47,0.47,0.20,0.05,0.25,0.20,0.25,9,4,2,6,1,5,8,62.5,3,6,1,5,7,16,20,0
1785,1786,Marvin Schulz,de GER,MF,Holstein Kiel,de Bundesliga,29-261,1995,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0
1786,1787,Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,26-019,1998,4,3,239,2.7,1,0,1,1,0,0,0,0,0.9,0.9,0.6,1.5,18,9,12,0.38,0.00,0.38,0.38,0.38,0.35,0.23,0.58,0.35,0.58,2,2,2,0,0,0,4,0.0,4,1,0,1,3,5,4,0
1787,1788,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,21-042,2003,6,1,173,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,16,10,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,14,6,7,3,4,10,13,76.9,3,6,1,5,4,18,4,0
1788,1789,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28-124,1996,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,1
1789,1790,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21-171,2003,4,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24,2,1,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0
1790,1791,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,32-294,1991,5,5,409,4.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,15,9,5,10,0,7,9,77.8,2,2,1,1,7,22,7,1
1791,1792,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24-120,2000,6,5,439,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,14,19,13,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,10,7,6,3,1,7,8,87.5,1,10,5,5,6,16,10,0
1792,1793,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,23-151,2001,4,3,310,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,28,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,10,8,3,7,0,4,8,50.0,4,3,1,2,7,17,8,0
1793,1794,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,32-219,1992,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0
1794,1795,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,30-321,1993,4,4,330,3.7,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,5,6,5,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,9,4,5,3,1,4,11,36.4,7,2,1,1,1,10,14,0
1795,1796,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24-269,2000,6,6,517,5.7,3,1,4,3,0,0,2,0,2.1,2.1,1.9,3.9,20,10,47,0.52,0.17,0.70,0.52,0.70,0.36,0.32,0.68,0.36,0.68,7,4,3,2,2,2,7,28.6,5,12,2,10,1,8,3,0
1796,1797,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,23-248,2001,5,0,104,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.13,0.01,0.13,3,2,2,1,0,2,4,50.0,2,5,2,3,6,9,7,0
1797,1798,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27-145,1997,4,4,346,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,14,7,11,3,0,5,11,45.5,6,8,5,3,6,20,18,0
1798,1799,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27-174,1997,1,1,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1799,1800,Sergi,es ESP,DF,Leganés,es La Liga,32-165,1992,8,8,720,8.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3,19,1,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05,12,10,7,5,0,4,5,80.0,1,7,4,3,14,26,40,0
1800,1801,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21-124,2003,5,5,361,4.0,2,2,4,2,0,0,0,0,0.9,0.9,0.3,1.2,4,12,14,0.50,0.50,1.00,0.50,1.00,0.23,0.07,0.30,0.23,0.30,3,1,0,1,2,1,1,100.0,0,3,1,2,2,5,4,0
1801,1802,Stephan El Shaarawy,it ITA,DF,Roma,it Serie A,31-341,1992,4,3,234,2.6,0,1,1,0,0,0,0,0,0.6,0.6,0.3,0.9,9,11,21,0.00,0.38,0.38,0.00,0.38,0.24,0.10,0.33,0.24,0.33,2,2,1,0,1,0,1,0.0,1,1,0,1,3,5,3,0
1802,1803,Eldor Shomurodov,uz UZB,"FW,DF",Roma,it Serie A,29-095,1995,3,0,33,0.4,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,1,1,4,2.73,0.00,2.73,2.73,2.73,1.58,0.09,1.67,1.58,1.67,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
1803,1804,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32-065,1992,6,3,297,3.3,0,1,1,0,0,0,0,0,0.2,0.2,1.5,1.7,1,15,9,0.00,0.30,0.30,0.00,0.30,0.06,0.47,0.52,0.06,0.52,10,7,5,4,1,3,4,75.0,1,2,1,1,5,15,6,0
1804,1805,Armindo Sieb,de GER,"MF,FW",Mainz 05,de Bundesliga,21-228,2003,5,1,136,1.5,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,8,5,8,0.66,0.00,0.66,0.66,0.66,0.29,0.06,0.35,0.29,0.35,1,0,0,1,0,1,2,50.0,1,1,0,1,0,1,1,0
1805,1806,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,28-360,1995,6,5,466,5.2,0,1,1,0,0,0,1,0,0.1,0.1,1.7,1.7,1,36,4,0.00,0.19,0.19,0.00,0.19,0.01,0.32,0.34,0.01,0.34,12,6,3,8,1,6,11,54.5,5,6,0,6,5,17,10,0
1806,1807,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24-207,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
1807,1808,Kiliann Sildillia,fr FRA,FW,Freiburg,de Bundesliga,22-139,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1808,1809,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,28-331,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1809,1810,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,30-053,1994,6,5,457,5.1,0,2,2,0,0,0,1,0,0.7,0.7,1.6,2.3,19,24,44,0.00,0.39,0.39,0.00,0.39,0.14,0.32,0.46,0.14,0.46,3,2,0,3,0,0,3,0.0,3,4,1,3,2,5,2,1
